Modèle	L1	Pearson
IR-RBF	0.0003199673207878442	0.9934871478812195
ICIR-RBF	0.00288061788595516	0.6208873173452804
IR-EXP	0.00034377430513623825	0.9903424277247767
Naive	0.006089258877258317	0.7155157288773668
BLC	0.011034330902592492	0.7104046936800645
IMMSBM	0.018048052152330685	nan
CoC	0.0020019114212879484	0.9884962067576702
Random	0.43897148986638757	-0.011350191315127683
