Modèle	L1	Pearson
IR-RBF	0.0003148682748112019	0.993315850506798
ICIR-RBF	0.0029031163824524194	0.618946580093587
IR-EXP	0.0003310491824125662	0.9894922363784966
Naive	0.006077290709322982	0.6992682367985228
BLC	0.011138413637663422	0.7167939072490344
IMMSBM	0.018124483186535617	nan
CoC	0.0005064498973290261	0.9932179511820726
Random	0.5182937522779936	-0.05388229801256607
