Modèle	L1	Pearson
IR-RBF	0.00032292965456021	0.9934333078635306
ICIR-RBF	0.0028677099002978874	0.6206115685306394
IR-EXP	0.00032184641405655194	0.9859095591798229
Naive	0.006134516548921995	0.689872599451284
BLC	0.01096612340683167	0.6957681211357933
IMMSBM	0.0180988553994079	nan
CoC	0.0004315356338027386	0.9953842366080032
Random	0.5060362359660697	0.07991137053207967
