Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9847824410520505	-0.0	-0.0	0.9994487466769576
ICIR-RBF	0.9636878842624781	-0.0	-0.0	0.9986596611196986
IR-EXP	0.9863563981893702	-0.0	-0.0	0.9995067708576847
Naive	0.9373631762204032	-0.0	-0.0	0.997625391636237
BLC	0.5664141049525163	-0.0	-0.0	0.9890400358985486
IMMSBM	0.9540019682269395	-0.0	-0.0	0.9983341199800468
CoC	0.9796921426959908	-0.0	-0.0	0.9992665931900748
Random	0.0696928920337319	-0.0	-0.0	0.5178087458632074
