Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9829043711216345	-0.0	-0.0	0.9993780633697228
ICIR-RBF	0.961099304448762	-0.0	-0.0	0.9985587915601166
IR-EXP	0.9873367643022617	-0.0	-0.0	0.9995373302434217
Naive	0.9413017663526554	-0.0	-0.0	0.9977658807703161
BLC	0.5536327310422124	-0.0	-0.0	0.9886925693578871
IMMSBM	0.9503485768154238	-0.0	-0.0	0.9981942083704615
CoC	0.9293800968472692	-0.0	-0.0	0.9975727561330693
Random	0.0666567400900393	-0.0	-0.0	0.4895020419698748
