Modèle	L1	Pearson
IR-RBF	0.0003205456730392555	0.9932752104823058
ICIR-RBF	0.00292040177172666	0.602549928586887
IR-EXP	0.0003320148568060806	0.9886182717382387
Naive	0.006002935256850159	0.7031389146190576
BLC	0.0113236774339176	0.6688658765426183
IMMSBM	0.018146058013664347	nan
CoC	0.00038838325859517957	0.9865907284248332
Random	0.38862755254094317	-0.039534804502754387
