Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9828111579408882	-0.0	-0.0	0.999377215015392
ICIR-RBF	0.9609425300927675	-0.0	-0.0	0.998558613058267
IR-EXP	0.986048956886183	-0.0	-0.0	0.9994947209565785
Naive	0.9431291046770215	-0.0	-0.0	0.9978440871390495
BLC	0.5495601676525896	-0.0	-0.0	0.9887230270122571
IMMSBM	0.9577844493701992	-0.0	-0.0	0.9984703364400975
CoC	0.9209435622357542	-0.0	-0.0	0.9969276644727282
Random	0.06317962164606872	-0.0	-0.0	0.4626660220307071
