Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9779965677073679	-0.0	-0.0	0.9974164587974649
ICIR-RBF	0.9669033618578863	-0.0	-0.0	0.99601731010028
IR-EXP	0.983836340686777	-0.0	-0.0	0.9980948452152258
Naive	0.9229846144839028	-0.0	-0.0	0.9900978007357398
BLC	0.7710976266733549	-0.0	-0.0	0.9778654353659962
IMMSBM	0.9532765834239316	-0.0	-0.0	0.9945146761417416
CoC	0.981859535668626	-0.0	-0.0	0.9978444748585416
Random	0.20233709778932552	-0.0	-0.0	0.5468234382981763
