Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9813142632449384	-0.0	-0.0	0.9978234156115418
ICIR-RBF	0.967195970715402	-0.0	-0.0	0.9960835563282765
IR-EXP	0.9855646964555108	-0.0	-0.0	0.9983231618205155
Naive	0.9116727003065883	-0.0	-0.0	0.9887436246940288
BLC	0.78415660577923	-0.0	-0.0	0.9793458316736514
IMMSBM	0.9523644110280363	-0.0	-0.0	0.9944515916066304
CoC	0.9712449734812197	-0.0	-0.0	0.9965968978765569
Random	0.20069585294982092	-0.0	-0.0	0.561299499736248
