Modèle	L1	Pearson
IR-RBF	0.000804744674461404	0.9710362973839577
ICIR-RBF	0.008310522791752414	0.000302300608332199
IR-EXP	0.0010583797319919594	0.9700050575364079
Naive	0.02244797201744476	0.4686572365477818
BLC	0.02068892147780377	0.5526423033852685
IMMSBM	0.05797452521782953	nan
CoC	0.001460649840221228	0.9691599497196564
Random	0.43598326672530546	0.06982353088263327
