Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9827820215003299	-0.0	-0.0	0.9979923840557884
ICIR-RBF	0.9659258481149687	-0.0	-0.0	0.9959310572135202
IR-EXP	0.986003892288663	-0.0	-0.0	0.9983698513751046
Naive	0.9142689566507465	-0.0	-0.0	0.9890639349528589
BLC	0.7878640595402497	-0.0	-0.0	0.979585315327373
IMMSBM	0.9571979684634595	-0.0	-0.0	0.9950107945575765
CoC	0.9738268018619554	-0.0	-0.0	0.9968879483010369
Random	0.19487000311058658	-0.0	-0.0	0.5338398292313363
