Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9834148689009333	-0.0	-0.0	0.9980728339290058
ICIR-RBF	0.964869881429405	-0.0	-0.0	0.9958162457200117
IR-EXP	0.985270448506893	-0.0	-0.0	0.9982855392562895
Naive	0.9073101682934235	-0.0	-0.0	0.9882048662086291
BLC	0.7933461823672074	-0.0	-0.0	0.9802226956809977
IMMSBM	0.9547132903619144	-0.0	-0.0	0.9947374927916856
CoC	0.9728411203204838	-0.0	-0.0	0.9967969101850742
Random	0.19289310925964837	-0.0	-0.0	0.5345113704622281
