Modèle	L1	Pearson
IR-RBF	0.0008357616910149924	0.9685951043109653
ICIR-RBF	0.008266663531376159	0.016242221368046632
IR-EXP	0.0009114362499948844	0.9699785449313649
Naive	0.022228029604584334	0.5080193775774251
BLC	0.020470999439279533	0.5633140553706754
IMMSBM	0.05839498889332023	nan
CoC	0.0017327274585179125	0.9722371372267015
Random	0.43824688218867447	0.05252351168849785
