Modèle	L1	Pearson
IR-RBF	0.0008240688504055826	0.9707928636371689
ICIR-RBF	0.008205389455767074	0.009218027100043904
IR-EXP	0.0008216260906120408	0.9715272550525467
Naive	0.022281420610069054	0.47795651125733396
BLC	0.020337464549787833	0.5708501327878018
IMMSBM	0.058251552646818375	nan
CoC	0.002350919550931194	0.9644661688910148
Random	0.41057703865937684	0.07311185682849337
