Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9740410988351673	-0.0	-0.0	0.9880549241845504
ICIR-RBF	0.8486392261591362	-0.0	-0.0	0.9324341492587286
IR-EXP	0.8103044217583718	-0.0	-0.0	0.9127835973736286
Naive	0.8197906394760056	-0.0	-0.0	0.9202176466720197
BLC	0.8207114273869635	-0.0	-0.0	0.9205647933469582
IMMSBM	0.7598700050861098	-0.0	-0.0	0.8895148849678645
CoC	0.9769104835148043	-0.0	-0.0	0.9893600128338
Random	0.5427812806765379	-0.0	-0.0	0.6806744077463515
