Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9747327282867331	-0.0	-0.0	0.988402068681249
ICIR-RBF	0.8491242381641264	-0.0	-0.0	0.9327901431679942
IR-EXP	0.8102381453642542	-0.0	-0.0	0.9130017782870106
Naive	0.8197840392915335	-0.0	-0.0	0.9203800035060955
BLC	0.8202912666162687	-0.0	-0.0	0.9205659269934391
IMMSBM	0.7686653958120221	-0.0	-0.0	0.8938091765106448
CoC	0.9773738198179022	-0.0	-0.0	0.9896198885702621
Random	0.5310604035551154	-0.0	-0.0	0.6628387500040646
