Modèle	L1	Pearson
IR-RBF	0.006511660429805232	0.9978009465697988
ICIR-RBF	0.06469431587159524	0.5519334657575699
IR-EXP	0.08619739075762883	0.4967631818077055
Naive	0.07485227258933876	0.38272084889231045
BLC	0.0775862240792265	0.397473920185028
IMMSBM	0.230126159054032	nan
CoC	0.0013201302494559068	0.9990752316745812
Random	0.35731670001598015	-0.051211577902429
