Modèle	L1	Pearson
IR-RBF	0.006420109111104725	0.997882168986587
ICIR-RBF	0.06489791809775655	0.5516403285285756
IR-EXP	0.08658099791046825	0.4961915940132298
Naive	0.07497253527040248	0.3826568269289019
BLC	0.07791381164282683	0.3973208255980263
IMMSBM	0.229944937861896	nan
CoC	0.0021106109598820243	0.9982632735275588
Random	0.34067484291020456	-0.019033734818695323
