Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9182138236190499	-0.0	-0.0	0.9626432643647976
ICIR-RBF	0.8268489877035822	-0.0	-0.0	0.9234112855183684
IR-EXP	0.8205534374941775	-0.0	-0.0	0.9180380763023683
Naive	0.8216203337163928	-0.0	-0.0	0.9212381491419959
BLC	0.8224398077084675	-0.0	-0.0	0.9215625855731865
IMMSBM	0.726816063627379	-0.0	-0.0	0.8751528588899076
CoC	0.8207776363202876	-0.0	-0.0	0.9180810312740517
Random	0.520339590337162	-0.0	-0.0	0.652020426236926
