Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.974550376593356	-0.0	-0.0	0.9883130588544164
ICIR-RBF	0.8493346252927577	-0.0	-0.0	0.9327765534262107
IR-EXP	0.8113646559759519	-0.0	-0.0	0.9132565383646067
Naive	0.8210699172283843	-0.0	-0.0	0.9207833552902039
BLC	0.8221299170664853	-0.0	-0.0	0.9211932846101332
IMMSBM	0.7742897501640553	-0.0	-0.0	0.8962336488661022
CoC	0.9762668562754045	-0.0	-0.0	0.9890952688857327
Random	0.5188707290355142	-0.0	-0.0	0.6543357217057726
