Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9740331887552238	-0.0	-0.0	0.9880690858769806
ICIR-RBF	0.8504479357444722	-0.0	-0.0	0.9332929796580698
IR-EXP	0.8103678241156457	-0.0	-0.0	0.9129400360465286
Naive	0.8221596466374635	-0.0	-0.0	0.9213334850688938
BLC	0.8227987894885184	-0.0	-0.0	0.9215531875883958
IMMSBM	0.7722793849361662	-0.0	-0.0	0.8954688675708091
CoC	0.97433462644281	-0.0	-0.0	0.9881814608282524
Random	0.5200902953289597	-0.0	-0.0	0.6402658692882592
