Modèle	L1	Pearson
IR-RBF	0.00657145639848221	0.997833157000221
ICIR-RBF	0.06491858708121456	0.5503129682387585
IR-EXP	0.08627899816870319	0.49530012376938787
Naive	0.07473779109178684	0.3813468725440989
BLC	0.07766836380346943	0.39561043037490795
IMMSBM	0.22986962695236865	nan
CoC	0.00190063525420335	0.9989707108307929
Random	0.3558465196012155	-0.05091052796544651
