Modèle	L1	Pearson
IR-RBF	0.011155612701755139	0.9956385673965069
ICIR-RBF	0.06629700199337223	0.648861265552908
IR-EXP	0.07359525185722239	0.6890808462983108
Naive	0.06657246576493459	0.6203520305823388
BLC	0.06915155462671108	0.6272592161778443
IMMSBM	0.2286545884567179	nan
CoC	0.07273233053257896	0.6877196919104205
Random	0.3535899292505308	-0.00450286053117003
