Modèle	L1	Pearson
IR-RBF	0.011184587015990772	0.9955935738244467
ICIR-RBF	0.06634669578326345	0.6486442740195972
IR-EXP	0.07419089335319679	0.688503092767022
Naive	0.06672499895334348	0.619738283806854
BLC	0.06918665179185395	0.6266248096604335
IMMSBM	0.22764508105540765	nan
CoC	0.07296433509221979	0.6862724672593927
Random	0.35737315317371926	-0.006435202096798702
