Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9186916120104205	-0.0	-0.0	0.9626754258808214
ICIR-RBF	0.8287986113488012	-0.0	-0.0	0.9239104939159559
IR-EXP	0.8224141323169518	-0.0	-0.0	0.918387925485299
Naive	0.8238687504954374	-0.0	-0.0	0.9218448762635415
BLC	0.8247607127353229	-0.0	-0.0	0.922205539398981
IMMSBM	0.7265654228674443	-0.0	-0.0	0.8746748741227752
CoC	0.8240412674053114	-0.0	-0.0	0.919160274711672
Random	0.5173811306898931	-0.0	-0.0	0.6494111408528037
