Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.918219589973417	-0.0	-0.0	0.962811504680855
ICIR-RBF	0.8247744732397543	-0.0	-0.0	0.9228740757889902
IR-EXP	0.8191349752758822	-0.0	-0.0	0.9177990623562482
Naive	0.8197840370732186	-0.0	-0.0	0.9207986512152293
BLC	0.8205129584864124	-0.0	-0.0	0.921029386147338
IMMSBM	0.7263582378031622	-0.0	-0.0	0.8755233167129967
CoC	0.8201375780971505	-0.0	-0.0	0.9181087369614701
Random	0.515910371030385	-0.0	-0.0	0.6491033734926454
