Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9196296790316434	-0.0	-0.0	0.9633153422815427
ICIR-RBF	0.82873644009522	-0.0	-0.0	0.9243215435563705
IR-EXP	0.8214916196235923	-0.0	-0.0	0.9184032076874558
Naive	0.823829673507015	-0.0	-0.0	0.9222706338988221
BLC	0.8246230518923224	-0.0	-0.0	0.9225806017875738
IMMSBM	0.7275743413483324	-0.0	-0.0	0.8755762504447954
CoC	0.823558632745108	-0.0	-0.0	0.9193601951004319
Random	0.512724702684267	-0.0	-0.0	0.6450343585050496
