Modèle	L1	Pearson
IR-RBF	0.01128317378012554	0.9955344014394177
ICIR-RBF	0.06629749160048294	0.6505398466236859
IR-EXP	0.07397177686940407	0.6897064735195352
Naive	0.06664676797776331	0.6222430704419787
BLC	0.06912417508219441	0.6288069413259593
IMMSBM	0.2282077831636627	nan
CoC	0.0733876705137157	0.6880062151941054
Random	0.35129429314321803	0.005891936896297513
