Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9194051986894393	-0.0	-0.0	0.9633043699967896
ICIR-RBF	0.8260799146890213	-0.0	-0.0	0.9233310051968397
IR-EXP	0.820339029625708	-0.0	-0.0	0.9182743323301942
Naive	0.8215938318273313	-0.0	-0.0	0.9214641546694595
BLC	0.8223160733626202	-0.0	-0.0	0.9217382386856917
IMMSBM	0.72539260035151	-0.0	-0.0	0.8748529195014065
CoC	0.8215636312508691	-0.0	-0.0	0.9186172214893122
Random	0.50958181457743	-0.0	-0.0	0.6434893015454078
