Modèle	L1	Pearson
IR-RBF	0.011211722489384787	0.995564074885603
ICIR-RBF	0.0662469489729214	0.6490999883950743
IR-EXP	0.0739700915845718	0.6893938214968838
Naive	0.06672889035855421	0.6204267148012077
BLC	0.06912176135113497	0.6271601526722983
IMMSBM	0.2281689683170866	nan
CoC	0.07292031797658355	0.6900121250338046
Random	0.34855740371616695	0.0018714185123139158
