Modèle	L1	Pearson
IR-RBF	0.0064421572855524675	0.9979188908371508
ICIR-RBF	0.06496362088424433	0.5518785833645592
IR-EXP	0.08679197617173863	0.49582069933652007
Naive	0.07501148943758053	0.3830372461446269
BLC	0.07788725737487974	0.3972371646192032
IMMSBM	0.22947937587414188	nan
CoC	0.0017937184521687151	0.9986039057822711
Random	0.36014886934584234	-0.08647594001919301
