Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9770371323249051	-0.0	-0.0	0.9820156163087322
ICIR-RBF	0.9451476312978595	-0.0	-0.0	0.9552753659273658
IR-EXP	0.9666907137225639	-0.0	-0.0	0.9740263153792482
Naive	0.9480174349054055	-0.0	-0.0	0.9591995731816944
BLC	0.9606454390657724	-0.0	-0.0	0.9684287309845986
IMMSBM	0.750451663807024	-0.0	-0.0	0.7625072421866745
CoC	0.9769682665406679	-0.0	-0.0	0.9819700062616809
Random	0.6140475014104662	-0.0	-0.0	0.6304411578831268
