Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9800710152238821	-0.0	-0.0	0.9840594135975412
ICIR-RBF	0.9381852072816034	-0.0	-0.0	0.948620023343456
IR-EXP	0.9641755140117306	-0.0	-0.0	0.9714846669146953
Naive	0.9428427659411022	-0.0	-0.0	0.9542395289038156
BLC	0.957525129970243	-0.0	-0.0	0.9651783204775931
IMMSBM	0.7543823661469816	-0.0	-0.0	0.7625423692646599
CoC	0.978005087392186	-0.0	-0.0	0.9824491165999423
Random	0.4779021120826874	-0.0	-0.0	0.553015348903088
