Modèle	L1	Pearson
IR-RBF	0.002575181385969635	0.9982079046582661
ICIR-RBF	0.043934773401713395	0.9368979032318491
IR-EXP	0.02167063593114689	0.9613267501874427
Naive	0.07296473853302947	0.9188745149557837
BLC	0.02946041117437463	0.9322913785061977
IMMSBM	0.3974144526134257	nan
CoC	0.005745155541177785	0.9933098095988881
Random	0.4327414948248068	-0.1024091532522642
