Modèle	L1	Pearson
IR-RBF	0.00289690486483342	0.9980892749296231
ICIR-RBF	0.04273462534876911	0.9409079941230505
IR-EXP	0.0223456131068645	0.9637809109992568
Naive	0.07237178755172548	0.9197083535949673
BLC	0.029154022818686707	0.936193879350476
IMMSBM	0.40187837276878374	nan
CoC	0.01917984157763136	0.9981520589218582
Random	0.3932482938606864	0.005011792884385476
