Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9815868095467799	-0.0	-0.0	0.9845873072269072
ICIR-RBF	0.9409167185638693	-0.0	-0.0	0.9485317223517487
IR-EXP	0.9684747352953582	-0.0	-0.0	0.9736339016903105
Naive	0.9482704353337844	-0.0	-0.0	0.9566183957417
BLC	0.9596710052807952	-0.0	-0.0	0.9653583661787952
IMMSBM	0.7872729703602329	-0.0	-0.0	0.7949227635596461
CoC	0.9782461678455571	-0.0	-0.0	0.9818445202190704
Random	0.571628486712358	-0.0	-0.0	0.6162890131315054
