Modèle	max-F1	ROCAUC	PRAUC	max-accuracy
IR-RBF	0.9745669079240433	-0.0	-0.0	0.9799214907583444
ICIR-RBF	0.9313463840545232	-0.0	-0.0	0.9435281821737127
IR-EXP	0.9629230920466691	-0.0	-0.0	0.9709415756369916
Naive	0.9435027747040228	-0.0	-0.0	0.9552774398563745
BLC	0.9511169484239871	-0.0	-0.0	0.9604355151523931
IMMSBM	0.7475062164407144	-0.0	-0.0	0.7573887243110138
CoC	0.9714037169877677	-0.0	-0.0	0.9773670392650267
Random	0.46562571412515963	-0.0	-0.0	0.549263965472186
