Modèle	L1	Pearson
IR-RBF	0.003165182865502087	0.9980163606457939
ICIR-RBF	0.04504193803229796	0.9335934647210669
IR-EXP	0.022890185065556526	0.9525723853770163
Naive	0.07463881851466501	0.9101889483576755
BLC	0.030384127360142284	0.9274743257981367
IMMSBM	0.4044079493565795	nan
CoC	0.0006064867342047087	0.9992473238328865
Random	0.3619355780085039	0.07327332038421937
