Modèle	JensenShannonDiv	BrierScore	CrossEntropy
IR-RBF	0.008114747394999062	1.4147738214956054	-75.37142439510596
ICIR-RBF	0.016709110940430025	3.3196441290143612	-81.34986810739196
IR-EXP	0.01012177931417131	1.9373165481236032	-76.11155519524121
Naive	0.018794057027791338	3.770701818949264	-84.69709679797965
BLC	0.014024843243084494	2.7010664763597436	-78.46312653472064
IMMSBM	0.1008555428853225	23.74643697420148	-148.7807544432708
CoC	0.008764959834458342	1.671958083268166	-75.55225850721865
Random	0.10373683853883565	24.606170762539808	-264.3494113225438
