Modèle	JensenShannonDiv	BrierScore	CrossEntropy
IR-RBF	0.007660552313128725	1.1844766799820463	-79.93579418199987
ICIR-RBF	0.018239726747643882	4.0104516477544765	-84.87941488424244
IR-EXP	0.008935839180350909	1.7784426346339426	-80.45451309473836
Naive	0.018725034839081958	4.21147814398678	-87.60853575927216
BLC	0.012896259023508506	2.629609195163702	-82.2431008100307
IMMSBM	0.07265271282242969	16.961027353689687	-130.7314643219868
CoC	0.009997800323914143	1.4269903803601924	-80.64505906306896
Random	0.10883671981808613	27.695141682221262	-214.96224675935443
